着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  4, エピファネイア,牡4,57.0,,Ｃ．スミヨン,2:23.1,　,35.0,492,+2,角居勝彦,4
  2,,  1, ジャスタウェイ,牡5,57.0,,福永祐一,2:23.8,４,35.1,498,前計不,須貝尚介,3
  3,, 15, スピルバーグ,牡5,57.0,,北村宏司,2:23.9,１／２,34.8,508,+2,藤沢和雄,6
  4,,  3, ジェンティルドンナ,牝5,55.0,,Ｒ．ムーア,2:24.0,３／４,35.5,472,+2,石坂正,1
  5,,  6, ハープスター,牝3,53.0,,川田将雅,2:24.0,クビ,35.0,476,前計不,松田博資,2
  6,,  2, アイヴァンホウ,牡4,57.0,,Ｆ．ミナリク,2:24.1,１／２,35.3,534,前計不,Ｊ．カルヴァロ,12
  7,, 10, ワンアンドオンリー,牡3,55.0,,横山典弘,2:24.2,クビ,35.4,488,+2,橋口弘次郎,8
  8,, 16, フェノーメノ,牡5,57.0,,岩田康誠,2:24.2,ハナ,35.3,494,-2,戸田博文,9
  9,,  9, イスラボニータ,牡3,55.0,,蛯名正義,2:24.4,１ 1/4,35.9,472,-2,栗田博憲,5
 10,, 12, タマモベストプレイ,牡4,57.0,,津村明秀,2:24.6,１ 1/4,36.7,484,+2,南井克巳,13
 11,,  8, デニムアンドルビー,牝4,55.0,,浜中俊,2:24.8,１ 1/2,35.5,442,-2,角居勝彦,7
 12,,  5, ヒットザターゲット,牡6,57.0,,武豊,2:25.2,２ 1/2,36.0,514,+2,加藤敬二,10
 13,, 17, アンコイルド,牡5,57.0,,戸崎圭太,2:25.6,２ 1/2,37.6,494,-4,矢作芳人,17
 14,, 11, トーセンジョーダン,牡8,57.0,,Ｐ．ブドー,2:26.0,２ 1/2,37.6,480, 0,池江泰寿,16
 15,, 13, ディサイファ,牡5,57.0,,Ｇ．ブノワ,2:26.0,クビ,36.8,500,+2,小島太,14
 16,,  7, アップウィズザバーズ,牡4,57.0,,Ｅ．ダシルヴァ,2:27.5,９,38.1,482,前計不,Ｍ．ピアース,15
 17,, 14, サトノシュレン,牡6,57.0,,川島信二,2:30.3,大差,42.3,488,+2,村山明,18
中止,, 18, トレーディングレザー,牡4,57.0,,Ｋ．マニング,,　,,478,前計不,Ｊ．ボルジャー,11
