着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  9,ゴーフォザサミット,牡3,56.0,,蛯名正義,2:24.4,,34.1,496,-4,藤沢和雄,6
  2,, 15,エタリオウ,牡3,56.0,,石橋脩,2:24.7,２,34.6,450,-6,友道康夫,7
  3,, 10,スーパーフェザー,牡3,56.0,,福永祐一,2:24.7,ハナ,34.0,470,-4,友道康夫,1
  4,, 17,モンテグロッソ,牡3,56.0,,北村宏司,2:25.0,１ 3/4,35.0,500,-8,木村哲也,14
  5,, 11,トラストケンシン,牡3,56.0,,柴田大知,2:25.0,ハナ,35.0,456,+2,高橋文雅,12
  6,, 18,サトノソルタス,牡3,56.0,,Ｍ．デムーロ,2:25.0,ハナ,34.6,480,-8,堀宣行,3
  7,,  7,ミッキーポジション,牡3,56.0,,横山典弘,2:25.1,１／２,34.5,486,-8,菊沢隆徳,13
  8,, 12,ダノンマジェスティ,牡3,56.0,,内田博幸,2:25.2,クビ,34.3,470,+2,音無秀孝,4
  9,,  1,カフジバンガード,牡3,56.0,,古川吉洋,2:25.2,クビ,34.9,478,+4,松元茂樹,10
 10,,  6,ディープインラヴ,牡3,56.0,,岩田康誠,2:25.5,１ 3/4,35.5,464, 0,矢作芳人,5
 11,,  8,オブセッション,牡3,56.0,,Ｃ．ルメール,2:25.8,１ 3/4,35.1,514,-4,藤沢和雄,2
 12,, 13,ノストラダムス,牡3,56.0,,和田竜二,2:25.9,３／４,35.0,484,-8,鈴木孝志,11
 13,,  3,スズカテイオー,牡3,56.0,,田辺裕信,2:26.3,２ 1/2,35.1,502, 0,橋田満,9
 14,,  2,ユウセイフラッシュ,牡3,56.0,,三浦皇成,2:26.6,１ 3/4,35.5,454,+2,戸田博文,15
 15,, 14,テトラルキア,牡3,56.0,,柴田善臣,2:26.6,クビ,35.2,478,-6,大和田成,18
 16,,  5,マイネルサリューエ,牡3,56.0,,松岡正海,2:27.6,６,36.5,500,+4,上原博之,17
 17,, 16,クレディブル,牡3,56.0,,大野拓弥,2:27.6,クビ,36.2,496,-8,萩原清,16
 18,,  4,ダブルフラット,牡3,56.0,,戸崎圭太,2:28.1,３,37.7,488,-4,角居勝彦,8
