着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,平均１Ｆ,馬体重,調教師,単勝人気
  1,,  7,オジュウチョウサン,牡6,63.0,,石神深一,4:36.1,レコード,13.5,506,-2,和田正一郎,1
  2,,  6,アップトゥデイト,牡7,63.0,,林満明,4:36.2,１／２,13.5,530,+6,佐々木晶三,2
  3,, 15,ルペールノエル,牡7,63.0,,高田潤,4:39.4,大差,13.6,520,-4,藤原英昭,5
  4,,  4,シンキングダンサー,牡4,63.0,,金子光希,4:39.5,クビ,13.6,472,-2,武市康男,3
  5,,  8,サンレイデューク,牡9,63.0,,難波剛健,4:39.7,１ 1/4,13.6,458,+2,高橋義忠,6
  6,,  5,テイエムオペラドン,牡8,63.0,,中村将之,4:39.7,ハナ,13.6,502,-2,浜田多実雄,11
  7,, 13,マイネルフィエスタ,牡7,63.0,,植野貴也,4:39.8,１／２,13.6,510,-6,中村均,4
  8,, 14,クランモンタナ,牡8,63.0,,熊沢重文,4:41.1,８,13.7,490,+6,音無秀孝,8
  9,,  3,スズカプレスト,牡5,63.0,,北沢伸也,4:41.2,３／４,13.7,462,-2,橋田満,7
 10,,  9,ミヤジタイガ,牡7,63.0,,小坂忠士,4:41.4,３／４,13.7,502,+4,岩元市三,9
 11,, 10,ユウキビバワンダー,せん4,63.0,,佐久間寛志,4:42.5,７,13.8,496,-6,藤沢則雄,10
 12,,  1,ウインヤード,牡6,63.0,,大江原圭,4:44.6,大差,13.9,468,-6,小桧山悟,15
 13,,  2,ビコーピリラニ,牡7,63.0,,田村太雅,4:44.9,２,13.9,478,-14,田所秀孝,12
 14,, 11,サムライフォンテン,牡4,63.0,,高野和馬,4:45.0,１／２,13.9,474,+2,石毛善彦,13
 15,, 12,クラシックマーク,牝6,61.0,,五十嵐雄祐,4:48.5,大差,14.1,444,-6,粕谷昌央,14
