着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,, 18, ミッキークイーン,牝3,55.0,,浜中俊,1:56.9,　,34.6,434,-4,池江泰寿,1
  2,,  9, クイーンズリング,牝3,55.0,,Ｍ．デムーロ,1:56.9,クビ,34.1,458,+8,吉村圭司,5
  3,,  6, マキシマムドパリ,牝3,55.0,,幸英明,1:57.1,１ 1/4,35.0,460,-6,松元茂樹,8
  4,, 12, アンドリエッテ,牝3,55.0,,川田将雅,1:57.2,クビ,34.7,448,-2,牧田和弥,7
  5,, 17, アースライズ,牝3,55.0,,川須栄彦,1:57.2,アタマ,34.4,448,+4,矢作芳人,16
  6,, 11, タッチングスピーチ,牝3,55.0,,Ｃ．ルメール,1:57.2,ハナ,34.4,456,-4,石坂正,2
  7,, 13, アスカビレン,牝3,55.0,,池添謙一,1:57.2,ハナ,34.6,466,+4,中尾秀正,12
  8,,  7, トーセンビクトリー,牝3,55.0,,武豊,1:57.4,１ 1/4,34.9,454, 0,角居勝彦,4
  9,,  2, クインズミラーグロ,牝3,55.0,,吉田豊,1:57.6,１ 1/4,34.7,442,+8,和田正道,9
 10,,  5, シングウィズジョイ,牝3,55.0,,内田博幸,1:57.7,１／２,35.4,466, 0,友道康夫,15
 11,,  8, ホワイトエレガンス,牝3,55.0,,丸田恭介,1:57.8,３／４,35.9,468, 0,国枝栄,10
 12,,  3, ディープジュエリー,牝3,55.0,,柴山雄一,1:57.8,アタマ,35.2,496,+10,国枝栄,11
 13,,  4, ディアマイダーリン,牝3,55.0,,福永祐一,1:57.9,クビ,35.7,488,+10,菊沢隆徳,13
 14,,  1, ココロノアイ,牝3,55.0,,横山典弘,1:58.0,１／２,35.6,458,+6,尾関知人,6
 15,, 16, ノットフォーマル,牝3,55.0,,黛弘人,1:58.2,１ 1/2,36.6,464,+6,中野栄治,17
 16,, 14, キャットコイン,牝3,55.0,,柴田善臣,1:58.4,１ 1/2,35.3,428,+2,二ノ宮敬宇,14
 17,, 10, レッツゴードンキ,牝3,55.0,,岩田康誠,1:59.8,９,38.0,472, 0,梅田智之,3
 18,, 15, テンダリーヴォイス,牝3,55.0,,松山弘平,2:00.9,７,38.7,420,-8,萩原清,18
