着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  6,グレイスフルリープ,牡8,57.0,,Ｃ．ルメール,1:10.4,,36.4,542,+6,橋口慎介,4
  2,,  5,マテラスカイ,牡4,57.0,,武豊,1:10.4,クビ,36.7,512,-14,森秀行,1
  3,,  4,キタサンミカヅキ,牡8,57.0,,森泰斗,1:10.8,２ 1/2,36.1,528,+4,佐藤賢二,5
  4,, 14,モーニン,牡6,57.0,,Ｃ．デムーロ,1:10.9,１／２,35.9,520,-5,石坂正,3
  5,, 13,レッツゴードンキ,牝6,55.0,,岩田康誠,1:11.0,１／２,36.0,502,+12,梅田智之,2
  6,,  3,キングズガード,牡7,57.0,,藤岡佑介,1:11.0,クビ,35.8,472, 0,寺島良,6
  7,, 15,テーオーヘリオス,牡6,57.0,,浜中俊,1:11.2,１ 1/2,36.4,510,+6,梅田智之,11
  8,,  2,ニシケンモノノフ,牡7,57.0,,横山典弘,1:11.2,ハナ,36.3,510,-2,庄野靖志,10
  9,,  7,ウインムート,牡5,57.0,,内田博幸,1:11.3,クビ,37.4,506,+8,加用正,12
 10,, 12,ラブバレット,牡7,57.0,,山本聡哉,1:11.3,クビ,37.0,484, 0,菅原勲,14
 11,,  1,ネロ,牡7,57.0,,戸崎圭太,1:11.4,クビ,36.9,480,+4,森秀行,8
 12,, 16,ノボバカラ,牡6,57.0,,御神本訓史,1:11.4,クビ,36.1,494,+9,天間昭一,15
 13,, 11,アンサンブルライフ,牡5,57.0,,繁田健一,1:11.6,１,36.4,488,-2,小久保智,16
 14,,  9,セイウンコウセイ,牡5,57.0,,池添謙一,1:12.8,７,38.4,498,-6,上原博之,7
 15,,  8,ナックビーナス,牝5,55.0,,大野拓弥,1:13.7,５,39.4,524,+4,杉浦宏昭,9
 16,, 10,ノブワイルド,牡6,57.0,,左海誠二,1:14.2,３,40.2,494,-1,小久保智,13
