着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  4,ミッキーロケット,牡5,58.0,,和田竜二,2:11.6,,35.8,476,-4,音無秀孝,7
  2,, 13,ワーザー,せん7,58.0,,Ｈ．ボウマン,2:11.6,クビ,35.3,446,-27,Ｊ．ムーア,10
  3,,  2,ノーブルマーズ,牡5,58.0,,高倉稜,2:12.1,３,36.1,490, 0,宮本博,12
  4,, 10,ヴィブロス,牝5,56.0,,福永祐一,2:12.1,クビ,36.0,440,前計不,友道康夫,3
  5,,  8,ダンビュライト,牡4,58.0,,武豊,2:12.3,１ 1/4,36.4,480,+12,音無秀孝,5
  6,,  3,サトノダイヤモンド,牡5,58.0,,Ｃ．ルメール,2:12.4,１／２,36.6,508, 0,池江泰寿,1
  7,,  1,ステファノス,牡7,58.0,,岩田康誠,2:12.4,ハナ,36.2,486, 0,藤原英昭,11
  8,, 16,キセキ,牡4,58.0,,Ｍ．デムーロ,2:12.5,クビ,35.9,494,-2,角居勝彦,2
  9,,  7,パフォーマプロミス,牡6,58.0,,戸崎圭太,2:12.6,３／４,36.2,448,-4,藤原英昭,4
 10,, 14,スマートレイアー,牝8,56.0,,松山弘平,2:12.6,アタマ,36.8,468,-2,大久保龍志,13
 11,,  5,ストロングタイタン,牡5,58.0,,川田将雅,2:12.8,１,37.0,522,+2,池江泰寿,8
 12,,  9,サトノクラウン,牡6,58.0,,石橋脩,2:12.8,クビ,36.8,482,前計不,堀宣行,6
 13,,  6,アルバート,牡7,58.0,,藤岡康太,2:13.4,３ 1/2,36.9,480,+6,堀宣行,15
 14,, 15,ゼーヴィント,牡5,58.0,,池添謙一,2:14.6,７,38.6,494,-2,木村哲也,9
 15,, 12,タツゴウゲキ,牡6,58.0,,秋山真一郎,2:14.6,クビ,38.9,492,+2,鮫島一歩,16
 16,, 11,サイモンラムセス,牡8,58.0,,小牧太,2:15.8,７,40.5,454,+4,梅田智之,14
