着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,, 11, サクラゴスペル,牡7,56.0,,戸崎圭太,1:21.6,　,33.3,490,+2,尾関知人,5
  2,, 15, ヴァンセンヌ,牡6,56.0,,福永祐一,1:21.6,アタマ,32.7,508,+2,松永幹夫,2
  3,,  8, オメガヴェンデッタ,せん4,56.0,,横山典弘,1:21.7,１／２,33.8,508,-4,安田隆行,7
  4,, 10, ブレイズアトレイル,牡6,56.0,,田中勝春,1:21.7,ハナ,33.6,486,-8,藤岡健一,10
  5,,  7, ダンスアミーガ,牝4,54.0,,石橋脩,1:21.7,ハナ,33.8,466,+4,中竹和也,11
  6,,  9, サトノルパン,牡4,56.0,,Ｃ．ルメール,1:21.8,クビ,33.4,460,+2,村山明,3
  7,,  4, エールブリーズ,牡5,56.0,,柴田大知,1:21.8,ハナ,33.6,516, 0,鮫島一歩,8
  8,, 18, ショウナンアチーヴ,牡4,56.0,,柴田善臣,1:21.8,クビ,33.8,486,+4,国枝栄,16
  9,,  5, タガノブルグ,牡4,56.0,,大野拓弥,1:21.9,クビ,33.3,436,-4,鮫島一歩,14
 10,, 13, ダイワマッジョーレ,牡6,56.0,,Ｍ．デムーロ,1:21.9,アタマ,33.3,438,-2,矢作芳人,1
 11,,  6, アフォード,牡7,56.0,,蛯名正義,1:21.9,クビ,33.6,466, 0,北出成人,13
 12,,  2, ダンスディレクター,牡5,56.0,,浜中俊,1:21.9,アタマ,33.6,440,-4,笹田和秀,4
 13,, 12, ニシノビークイック,牡6,56.0,,北村宏司,1:22.1,１ 1/4,33.5,486,-6,河内洋,17
 14,,  3, ウインマーレライ,牡4,56.0,,松岡正海,1:22.3,１ 1/4,34.2,494,-6,高木登,9
 15,, 16, バクシンテイオー,牡6,56.0,,田辺裕信,1:22.4,１／２,33.9,462,-12,堀宣行,12
 16,, 17, クラリティシチー,牡4,56.0,,三浦皇成,1:22.4,クビ,33.4,488, 0,上原博之,6
 17,,  1, インプレスウィナー,牡8,56.0,,吉田豊,1:22.6,１ 1/4,33.8,454,-2,宗像義忠,18
 18,, 14, プリンセスメモリー,牝8,54.0,,内田博幸,1:22.7,１／２,33.9,400,-4,高橋義博,15
