着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  2,サングレーザー,牡4,57.0,,福永祐一,2:01.1,,36.8,488,+2,浅見秀一,2
  2,,  5,マカヒキ,牡5,57.0,,Ｃ．ルメール,2:01.1,ハナ,36.4,506,+6,友道康夫,1
  3,, 15,モズカッチャン,牝4,55.0,,Ｍ．デムーロ,2:01.1,アタマ,36.0,484,前計不,鮫島一歩,4
  4,, 12,サウンズオブアース,牡7,57.0,,藤岡佑介,2:01.2,３／４,36.5,496,-2,藤岡健一,13
  5,, 10,スティッフェリオ,牡4,57.0,,丸山元気,2:01.5,１ 3/4,37.5,442, 0,音無秀孝,12
  6,,  9,サクラアンプルール,牡7,57.0,,吉田隼人,2:01.5,ハナ,37.1,480,+2,金成貴史,7
  7,,  7,ゴーフォザサミット,牡3,54.0,,蛯名正義,2:01.7,１ 1/4,37.4,498,+2,藤沢和雄,8
  8,,  6,クロコスミア,牝5,55.0,,勝浦正樹,2:01.8,３／４,37.7,430,前計不,西浦勝一,11
  9,,  4,マイスタイル,牡4,57.0,,田中勝春,2:02.2,２,38.7,454,-6,昆貢,6
 10,, 11,ナイトオブナイツ,牡5,57.0,,池添謙一,2:02.3,１／２,37.6,456,-2,池添兼雄,15
 11,,  3,アストラエンブレム,せん5,57.0,,藤岡康太,2:02.4,１／２,37.9,476,+12,小島茂之,14
 12,, 13,スズカデヴィアス,牡7,57.0,,三浦皇成,2:02.4,クビ,37.9,512, 0,橋田満,10
 13,, 14,ミッキースワロー,牡4,57.0,,横山典弘,2:02.8,２ 1/2,38.3,482,+8,菊沢隆徳,3
 14,,  8,ネオリアリズム,牡7,57.0,,Ｊ．モレイラ,2:02.9,１／２,39.1,512,前計不,堀宣行,5
 15,,  1,マルターズアポジー,牡6,57.0,,柴田善臣,2:03.0,クビ,39.5,530,-2,堀井雅広,9
 16,, 16,アイトーン,牡3,54.0,,国分恭介,2:04.5,９,40.4,468,-6,五十嵐忠男,16
