着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,, 16, ミッキーアイル,牡5,57.0,,浜中俊,1:33.1,　,35.6,484,-2,音無秀孝,3
  2,,  8, イスラボニータ,牡5,57.0,,Ｃ．ルメール,1:33.1,アタマ,35.0,480,-2,栗田博憲,2
  3,, 15, ネオリアリズム,牡5,57.0,,Ｒ．ムーア,1:33.2,３／４,35.6,502,+6,堀宣行,7
  4,,  6, ダノンシャーク,牡8,57.0,,松山弘平,1:33.4,３／４,34.8,456,+6,大久保龍志,14
  5,,  2, サトノアラジン,牡5,57.0,,川田将雅,1:33.4,アタマ,35.0,526,-6,池江泰寿,1
  6,,  7, フィエロ,牡7,57.0,,戸崎圭太,1:33.4,ハナ,35.1,506, 0,藤原英昭,5
  7,, 17, ガリバルディ,牡5,57.0,,福永祐一,1:33.5,１／２,34.6,516,+14,藤原英昭,9
  8,, 10, マジックタイム,牝5,55.0,,Ａ．シュタルケ,1:33.6,３／４,34.8,484,+6,中川公成,8
  9,,  4, ロードクエスト,牡3,56.0,,池添謙一,1:33.6,クビ,34.8,450,-2,小島茂之,6
 10,,  1, ディサイファ,牡7,57.0,,武豊,1:33.7,クビ,35.5,506, 0,小島太,10
 11,, 14, クラレント,牡7,57.0,,岩田康誠,1:33.8,１／２,35.5,502,+2,橋口慎介,15
 12,, 12, ウインプリメーラ,牝6,55.0,,Ａ．アッゼニ,1:34.0,１ 1/4,36.1,458,+10,大久保龍志,13
 13,, 11, テイエムタイホー,牡7,57.0,,幸英明,1:34.2,１ 1/4,35.6,500,+10,鈴木孝志,18
 14,, 13, ダコール,牡8,57.0,,小牧太,1:34.5,１ 3/4,35.4,486,+18,中竹和也,16
 15,, 18, サンライズメジャー,牡7,57.0,,四位洋文,1:34.5,クビ,36.7,488,+2,浜田多実雄,17
 16,,  5, ヤングマンパワー,牡4,57.0,,Ｍ．バルザローナ,1:34.6,クビ,36.0,512,-12,手塚貴久,4
 17,,  3, スノードラゴン,牡8,57.0,,大野拓弥,1:35.7,７,37.7,510, 0,高木登,12
 18,,  9, サトノルパン,牡5,57.0,,Ｍ．デムーロ,1:38.1,大差,39.2,450, 0,村山明,11
