着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  9, ヌーヴォレコルト,牝3,55.0,,岩田康誠,2:25.8,　,34.2,444,+6,斎藤誠,2
  2,, 10, ハープスター,牝3,55.0,,川田将雅,2:25.8,クビ,33.6,474,-4,松田博資,1
  3,,  5, バウンスシャッセ,牝3,55.0,,北村宏司,2:25.9,クビ,34.4,514,-4,藤沢和雄,3
  4,, 13, ニシノアカツキ,牝3,55.0,,勝浦正樹,2:26.0,３／４,34.0,450,+2,武藤善則,17
  5,, 14, ブランネージュ,牝3,55.0,,秋山真一郎,2:26.4,２ 1/2,35.1,462,+4,藤岡健一,7
  6,, 11, マーブルカテドラル,牝3,55.0,,田辺裕信,2:26.7,１ 3/4,35.6,432,-2,上原博之,10
  7,,  8, サングレアル,牝3,55.0,,戸崎圭太,2:26.7,クビ,35.1,400,-14,松田博資,4
  8,,  3, マイネオーラム,牝3,55.0,,松岡正海,2:26.9,１,35.1,454,-4,高橋義博,9
  9,, 12, マイネグレヴィル,牝3,55.0,,柴田大知,2:26.9,ハナ,36.1,460,+2,和田正道,16
 10,,  1, ベッラレジーナ,牝3,55.0,,藤岡康太,2:27.0,１／２,34.8,418,-6,平田修,11
 11,, 17, フォーエバーモア,牝3,55.0,,蛯名正義,2:27.2,１ 1/2,35.8,454,-2,鹿戸雄一,5
 12,, 16, クリスマス,牝3,55.0,,三浦皇成,2:27.4,１ 1/4,35.1,424, 0,伊藤大士,15
 13,, 15, マジックタイム,牝3,55.0,,横山典弘,2:27.6,１ 1/2,36.5,450,-4,中川公成,6
 14,,  7, シャイニーガール,牝3,55.0,,田中勝春,2:27.6,アタマ,35.9,462,-2,湯窪幸雄,14
 15,,  2, ディルガ,牝3,55.0,,浜中俊,2:27.9,２,35.9,448,+4,矢作芳人,12
 16,,  6, パシフィックギャル,牝3,55.0,,Ｃ．ウィリアムズ,2:28.4,３,36.6,486,-12,手塚貴久,8
 17,,  4, ペイシャフェリス,牝3,55.0,,内田博幸,2:29.0,３ 1/2,38.3,428,+6,高市圭二,13
 18,, 18, エリーザベスト,牝3,55.0,,川島信二,2:31.6,大差,40.9,502, 0,高橋亮,18
