着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  1, シュヴァルグラン,牡5,57.0,,Ｈ．ボウマン,2:23.7,　,34.7,470,-2,友道康夫,5
  2,,  2, レイデオロ,牡3,55.0,,Ｃ．ルメール,2:23.9,１ 1/4,34.6,484,+8,藤沢和雄,2
  3,,  4, キタサンブラック,牡5,57.0,,武豊,2:23.9,クビ,35.3,542, 0,清水久詞,1
  4,, 11, マカヒキ,牡4,57.0,,内田博幸,2:24.6,４,35.1,500,-4,友道康夫,6
  5,, 14, アイダホ,牡4,57.0,,Ｒ．ムーア,2:24.7,クビ,35.1,480,前計不,Ａ．オブライエン,10
  6,,  9, レインボーライン,牡4,57.0,,岩田康誠,2:24.7,クビ,34.6,448,-4,浅見秀一,8
  7,,  8, ソウルスターリング,牝3,53.0,,Ｃ．デムーロ,2:24.9,１,35.7,480, 0,藤沢和雄,4
  8,, 16, ヤマカツエース,牡5,57.0,,池添謙一,2:25.0,１／２,35.5,506,+2,池添兼雄,12
  9,,  3, ギニョール,牡5,57.0,,Ｆ．ミナリク,2:25.0,クビ,36.2,468,前計不,Ｊ．カルヴァロ,9
 10,, 12, サトノクラウン,牡5,57.0,,Ｍ．デムーロ,2:25.2,１ 1/4,36.0,496,-2,堀宣行,3
 11,, 13, シャケトラ,牡4,57.0,,福永祐一,2:25.2,クビ,36.1,524,-2,角居勝彦,7
 12,,  5, サウンズオブアース,牡6,57.0,,田辺裕信,2:25.2,アタマ,35.5,502,+2,藤岡健一,11
 12,, 10, ブームタイム,牡6,57.0,,Ｃ．パリッシュ,2:25.2,同着,35.9,528,前計不,Ｄ．ヘイズ,16
 14,, 17, ラストインパクト,牡7,57.0,,戸崎圭太,2:25.3,クビ,35.7,482,-6,角居勝彦,14
 15,,  6, イキートス,牡5,57.0,,Ｄ．ポルク,2:25.5,１ 1/4,35.7,424,前計不,Ｈ．グリューシェル,13
 16,, 15, ワンアンドオンリー,牡6,57.0,,横山典弘,2:25.7,１ 1/4,36.7,490,-4,橋口慎介,15
 17,,  7, ディサイファ,牡8,57.0,,柴山雄一,2:26.0,２,37.2,508, 0,小島太,17
