0.006959720170969572,キタサンブラック
0.005185594760373242, ドゥラメンテ
0.004810946354890059,アーモンドアイ
0.004797111870053466, グレイトパール
0.0047794467209541615,ルヴァンスレーヴ
0.004744354321994009,グレイスフルリープ
0.0046493472841485665,アドマイヤマーズ
0.004583196026238815, サトノダイヤモンド
0.004552173223081843,クイーンズリング
0.004506346601023105,サーストンコラルド
0.00447473395003185, シンハライト
0.0044727509367029315,レイデオロ
0.004470436509603402,グランアレグリア
0.004457354678204458, テイエムジンソク
0.004364535182357231,ミッキーチャーム
0.004349599495639291,エアウィンザー
0.004340560428706332, ラッキーライラック
0.004082780852783031, レイデオロ
0.004075174852449219, タワーオブロンドン
0.003879348029433025, ダノンプレミアム
0.0038737593440401562, プレイアンドリアル
0.003809991465155955,ニシノデイジー
0.0037469253461261056, エアロヴェロシティ
0.003679542569965869,シェーングランツ
0.003676871987347567,フィエールマン
0.003674620617289362, キセキ 
0.003674620617289362,                    ダノンファンタジー                  
0.003589828371189009, ジャンダルム
0.0035817962396680722, ルールソヴァール
0.003576716241342552,                    ブラストワンピース                  
0.0035635063506258267, ディオスコリダー
0.0035198723766680937, チェッキーノ
0.0035188391932508135,                    アドマイヤマーズ                  
0.0034987661310764157, ロジクライ
0.0033791194892427807,                    ニホンピロバロン                  
0.0033791194892427807,                    サートゥルナーリア                  
0.003346481770096201, ジャスタウェイ
0.0033270908148010482, リリーノーブル
0.003265793700119182,サトノフェイバー
0.0032511595036158274,ダノンファンタジー
0.003247161766894685,オジュウチョウサン
0.0032310611532266765, ラビットラン
0.0032084854397960065,サングレーザー
0.003198710130358044,マテラスカイ
0.0031948297593608456,ケイデンスコール
0.003167249307663298,ファンタジスト
0.0031410546996240942, アドミラブル
0.0031137978983857124,ファインニードル
0.003052196782029005, キタサンブラック
0.003029505492572756,エタリオウ
0.0029265699936649836,アルアイン
0.002925246318795414, グレイル
0.0028773439191687135, ベルーガ
0.0028580062697913097, サングレーザー
0.002849522116520349, マカヒキ
0.0028386897108023754,アガラス
0.0027523145601290864, エイコーンパス
0.002747600036239979, サンデーウィザード
0.0027307066918388547, カシアス
0.0026355714438739664, ゼーヴィント
0.002580689022227385, アイダホ
0.0025716796370256405, ワグネリアン
0.0025501789834647174,ワーザー
0.0025449696818414078, アルキメデス
0.002524646739086088,ミッキーグローリー
0.0025138684530041887, モズカッチャン
0.0025137274913168087, スワーヴリチャード
0.0024790950569082075,ブラストワンピース
