 トラスト, ブラックオニキス,1
 トラスト, アドマイヤウイナー,1
 トラスト, エトルディーニュ,1
 トラスト, フラワープレミア,1
 トラスト, ジャコマル,1
 トラスト, インヴィクタ,1
 トラスト, タガノアシュラ,2
 トラスト, アンノートル,1
 トラスト, ディープウォーリア,1
 トラスト, トリオンフ,1
 トラスト, コリエドール,1
 トラスト, コパノカーニバル,1
 ブレスジャーニー, トラスト,1
 スワーヴリチャード, トラスト,3
 ムーヴザワールド, トラスト,1
 キングズラッシュ, トラスト,1
 トラスト, ジュンヴァリアス,1
 トラスト, ショワドゥロワ,1
 トラスト, エルデュクラージュ,1
 トラスト, マイネルエパティカ,1
 トラスト, オーバースペック,1
 キョウヘイ, トラスト,1
 タイセイスターリー, トラスト,1
 ペルシアンナイト, トラスト,3
 トラスト, マイスタイル,2
 トラスト, アルアイン,1
 トラスト, ブレイヴバローズ,1
 トラスト, エテレインミノル,1
 トラスト, メイショウソウビ,1
 トラスト, ケンシン,1
 トラスト, ブラックランナー,1
 トラスト, イエローマジック,1
 トラスト, ミルトプリンス,1
 トラスト, コウソクストレート,1
 トラスト, テイエムアニマンテ,1
 アルアイン, トラスト,3
 サトノアーサー, トラスト,1
 キセキ, トラスト,1
 プラチナムバレット, トラスト,1
 トラスト, クリアザトラック,2
 トラスト, ガンサリュート,2
 トラスト, テイエムヒッタマゲ,1
 サトノアレス, トラスト,2
 モンドキャンノ, トラスト,1
 ボンセルヴィーソ, トラスト,2
 ミスエルテ, トラスト,2
 トラスト, トリリオネア,1
 トラスト, レッドアンシェル,1
 トラスト, アメリカズカップ,3
 トラスト, ビーカーリー,1
 トラスト, ダイイチターミナル,1
 トラスト, アシャカリアン,1
 トラスト, ダンビュライト,1
 トラスト, トーホウドミンゴ,1
 トラスト, リンクスゼロ,1
 トラスト, レヴァンテライオン,1
 トラスト, ブルベアバブーン,1
 ダンビュライト, トラスト,2
 クリンチャー, トラスト,1
 レイデオロ, トラスト,2
 ファンディーナ, トラスト,1
 ウインブライト, トラスト,1
 カデナ, トラスト,1
 プラチナヴォイス, トラスト,1
 アウトライアーズ, トラスト,1
 トラスト, コマノインパルス,1
 トラスト, キングズラッシュ,1
 トラスト, アダムバローズ,1
 アエロリット, トラスト,1
 リエノテソーロ, トラスト,1
 レッドアンシェル, トラスト,1
 オールザゴー, トラスト,1
 タイムトリップ, トラスト,1
 トラスト, モンドキャンノ,1
 トラスト, ディバインコード,1
 トラスト, プラチナヴォイス,1
 トラスト, ジョーストリクトリ,2
 トラスト, アウトライアーズ,1
 トラスト, キョウヘイ,2
 トラスト, タイセイスターリー,1
 トラスト, ナイトバナレット,1
 トラスト, カラクレナイ,1
 アドミラブル, トラスト,1
 マイスタイル, トラスト,1
 トラスト, ベストアプローチ,1
 トラスト, サトノアーサー,1
 トラスト, カデナ,1
 トラスト, クリンチャー,1
 トラスト, ダイワキャグニー,1
 トラスト, ウインブライト,1
 トラスト, マイネルスフェーン,1
