 ココロノアイ, シングウィズジョイ,2
 レッツゴードンキ, シングウィズジョイ,3
 トーセンラーク, シングウィズジョイ,2
 フローレスダンサー, シングウィズジョイ,1
 スマートプラネット, シングウィズジョイ,1
 シングウィズジョイ, アールブリュット,1
 シングウィズジョイ, シャルール,3
 シングウィズジョイ, ステラスターライト,1
 シングウィズジョイ, テンダリーヴォイス,2
 シングウィズジョイ, ナイアガラモンロー,1
 シングウィズジョイ, タマモルミエール,1
 シングウィズジョイ, ココロノママニ,1
 シングウィズジョイ, ハナモモ,1
 シングウィズジョイ, ロゾヴァドリナ,1
 シングウィズジョイ, メイショウメイゲツ,1
 シングウィズジョイ, リバークルーズ,1
 シングウィズジョイ, プリメラアスール,2
 キャットコイン, シングウィズジョイ,3
 ミッキークイーン, シングウィズジョイ,4
 ロカ, シングウィズジョイ,1
 アンドリエッテ, シングウィズジョイ,4
 メイショウメイゲツ, シングウィズジョイ,1
 シングウィズジョイ, ロッカフラベイビー,1
 シングウィズジョイ, クイーンズターフ,1
 シングウィズジョイ, ホワイトウインド,1
 シングウィズジョイ, カービングパス,1
 シングウィズジョイ, ダノングラシアス,1
 シングウィズジョイ, スマートプラネット,1
 シングウィズジョイ, ブルックデイル,1
 シングウィズジョイ, ティーズアライズ,1
 シングウィズジョイ, ラクアミ,1
 シングウィズジョイ, ジュエルクイーン,1
 シングウィズジョイ, ディアマイダーリン,2
 シングウィズジョイ, マキシマムドパリ,2
 シングウィズジョイ, ウインアキレア,1
 シングウィズジョイ, エバーシャルマン,1
 シングウィズジョイ, バンゴール,1
 シングウィズジョイ, ナガラフラワー,1
 シングウィズジョイ, アスカビレン,2
 シングウィズジョイ, ゴージャスガール,1
 シングウィズジョイ, フロレットアレー,1
 シングウィズジョイ, ロックキャンディ,1
 シングウィズジョイ, サダムブルーハワイ,1
 シングウィズジョイ, グリシーヌシチー,1
 シングウィズジョイ, アドマイヤピンク,1
 シングウィズジョイ, リアンドジュエリー,1
 シングウィズジョイ, タマモボレロ,1
 シングウィズジョイ, レッドカーラ,1
