 マジックタイム, サンソヴール,2
 レッツゴードンキ, サンソヴール,1
 カフェブリリアント, サンソヴール,1
 ウキヨノカゼ, サンソヴール,2
 ウインファビラス, サンソヴール,1
 アットザシーサイド, サンソヴール,1
 エテルナミノル, サンソヴール,1
 アルマディヴァン, サンソヴール,1
 ウリウリ, サンソヴール,1
 サンソヴール, ペイシャフェリス,1
 サンソヴール, マイネグレヴィル,1
 サンソヴール, エンジェルフェイス,1
 サンソヴール, クロコスミア,1
 サンソヴール, ビービーバーレル,1
 サンソヴール, ダイワドレッサー,2
 マキシマムドパリ, サンソヴール,1
 サンソヴール, クインズミラーグロ,1
 サンソヴール, マラムデール,1
 サンソヴール, アンジェリック,1
 サンソヴール, ウインリバティ,2
 サンソヴール, クリノラホール,1
 サンソヴール, カゼルタ,1
 サンソヴール, プリメラアスール,2
 サンソヴール, ゴールドテーラー,1
 サンソヴール, リーサルウェポン,2
 サンソヴール, シャルール,2
 サンソヴール, ヒルノマテーラ,2
 サンソヴール, レーヴデトワール,1
 トーセンビクトリー, サンソヴール,1
 クインズミラーグロ, サンソヴール,1
 パールコード, サンソヴール,1
 デニムアンドルビー, サンソヴール,1
 サンソヴール, フロンテアクイーン,1
 サンソヴール, ビッシュ,1
 サンソヴール, ハピネスダンサー,1
 サンソヴール, メイショウマンボ,1
