 ミッキーアイル, ブラヴィッシモ,2
 オメガヴェンデッタ, ブラヴィッシモ,2
 ブラヴィッシモ, ミッキーラブソング,2
 ブラヴィッシモ, サドンストーム,1
 ブラヴィッシモ, レッツゴードンキ,1
 ブラヴィッシモ, ダノンシャーク,1
 ブラヴィッシモ, ヒルノデイバロー,2
 ブラヴィッシモ, ゼロス,1
 ブラヴィッシモ, タガノブルグ,1
 ブラヴィッシモ, ケントオー,1
 ブラヴィッシモ, マイネルアウラート,1
 ブラヴィッシモ, ティーハーフ,2
 ブラヴィッシモ, ダイワマッジョーレ,1
 ブラヴィッシモ, ルルーシュ,1
 ブラヴィッシモ, エールブリーズ,1
 ブラヴィッシモ, サカジロロイヤル,1
 ブラヴィッシモ, マイネルエテルネル,1
 サトノアラジン, ブラヴィッシモ,3
 サンライズメジャー, ブラヴィッシモ,2
 ロサギガンティア, ブラヴィッシモ,2
 ダッシングブレイズ, ブラヴィッシモ,2
 アイライン, ブラヴィッシモ,1
 エイシンスパルタン, ブラヴィッシモ,3
 サクラゴスペル, ブラヴィッシモ,1
 ヴェルステルキング, ブラヴィッシモ,1
 ブラヴィッシモ, サザナミ,1
 ブラヴィッシモ, クラリティスカイ,1
 ブラヴィッシモ, ダンスアミーガ,1
 ブラヴィッシモ, ダイワリベラル,1
 ブラヴィッシモ, エポワス,1
 サトノルパン, ブラヴィッシモ,1
 ダンスディレクター, ブラヴィッシモ,2
 ムーンクレスト, ブラヴィッシモ,1
 アルビアーノ, ブラヴィッシモ,2
 ペイシャフェリス, ブラヴィッシモ,1
 ティーハーフ, ブラヴィッシモ,2
 フィエロ, ブラヴィッシモ,1
 エイシンブルズアイ, ブラヴィッシモ,2
 ミッキーラブソング, ブラヴィッシモ,1
 ラインハート, ブラヴィッシモ,2
 テイエムタイホー, ブラヴィッシモ,1
 ブラヴィッシモ, メイショウナルト,1
 ブラヴィッシモ, バクシンテイオー,2
 ブラヴィッシモ, ランドクイーン,1
 ネロ, ブラヴィッシモ,1
 フミノムーン, ブラヴィッシモ,1
 アースソニック, ブラヴィッシモ,3
 セカンドテーブル, ブラヴィッシモ,2
 ブラヴィッシモ, ラインスピリット,1
 ブラヴィッシモ, オウノミチ,1
 ブラヴィッシモ, クリスマス,1
 ブラヴィッシモ, アンナミルト,1
 ブラヴィッシモ, ペイシャフェリス,2
 ブラヴィッシモ, メラグラーナ,1
 ブラヴィッシモ, ヤマニンプチガトー,1
 ブラヴィッシモ, レッドアリオン,2
 ブラヴィッシモ, ホッコーサラスター,1
 ブラヴィッシモ, ジャストドゥイング,1
 セイウンコウセイ, ブラヴィッシモ,1
 ヒルノデイバロー, ブラヴィッシモ,4
 ラインスピリット, ブラヴィッシモ,1
 ソルヴェイグ, ブラヴィッシモ,1
 ダイシンサンダー, ブラヴィッシモ,1
 ブラヴィッシモ, テイエムタイホー,2
 ブラヴィッシモ, ネロ,1
 ブラヴィッシモ, カオスモス,2
 ブラヴィッシモ, ブランボヌール,1
 トーキングドラム, ブラヴィッシモ,2
 ナガラオリオン, ブラヴィッシモ,1
 ブラヴィッシモ, メドウラーク,1
 ブラヴィッシモ, ダイシンサンダー,1
 ブラヴィッシモ, シュウジ,1
 ブラヴィッシモ, ロサギガンティア,1
 ブラヴィッシモ, ムーンクレスト,1
 メラグラーナ, ブラヴィッシモ,1
 ナックビーナス, ブラヴィッシモ,1
 クリスマス, ブラヴィッシモ,1
 ブレイブスマッシュ, ブラヴィッシモ,1
 ブラヴィッシモ, コスモドーム,1
 ブラヴィッシモ, スノードラゴン,1
 ブラヴィッシモ, アースソニック,1
 ブラヴィッシモ, トウショウピスト,1
 ブラヴィッシモ, ラインハート,1
 ブラヴィッシモ, ウインムート,1
 ブラヴィッシモ, ブレイズアトレイル,1
 ブラヴィッシモ, フレイムヘイロー,1
 レッドファルクス, ブラヴィッシモ,1
 クラレント, ブラヴィッシモ,1
 グランシルク, ブラヴィッシモ,1
 トウショウドラフタ, ブラヴィッシモ,1
 トーセンデューク, ブラヴィッシモ,1
 キャンベルジュニア, ブラヴィッシモ,1
 ブラヴィッシモ, ダンツプリウス,1
 ビッグアーサー, ブラヴィッシモ,1
 アクティブミノル, ブラヴィッシモ,1
 スノードラゴン, ブラヴィッシモ,1
 レッツゴードンキ, ブラヴィッシモ,1
 ウリウリ, ブラヴィッシモ,1
 ハクサンムーン, ブラヴィッシモ,1
 ウキヨノカゼ, ブラヴィッシモ,1
 ブラヴィッシモ, スギノエンデバー,1
 ブラヴィッシモ, ローレルベローチェ,1
 ブラヴィッシモ, サクラゴスペル,1
 ブラヴィッシモ, サトノルパン,1
