 エキストラエンド, ドリームバスケット,2
 オースミナイン, ドリームバスケット,1
 ガルボ, ドリームバスケット,1
 ブレイズアトレイル, ドリームバスケット,1
 シャイニープリンス, ドリームバスケット,1
 ドリームバスケット, スマートギア,1
 ドリームバスケット, トーセンレーヴ,1
 ドリームバスケット, テイエムオオタカ,1
 ドリームバスケット, サンライズメジャー,1
 ドリームバスケット, マイネルラクリマ,1
 ドリームバスケット, プリムラブルガリス,1
 ドリームバスケット, ミヤジタイガ,1
 ドリームバスケット, タマモナイスプレイ,1
 ドリームバスケット, メイケイペガスター,1
 ドリームバスケット, ネオウィズダム,1
 ウインプリメーラ, ドリームバスケット,1
 テイエムタイホー, ドリームバスケット,1
 ミッキーラブソング, ドリームバスケット,1
 シベリアンスパーブ, ドリームバスケット,1
 ニンジャ, ドリームバスケット,1
 エイシンブルズアイ, ドリームバスケット,1
 タガノエスプレッソ, ドリームバスケット,1
 マーティンボロ, ドリームバスケット,1
 トーセンスターダム, ドリームバスケット,1
 マジェスティハーツ, ドリームバスケット,1
 オメガヴェンデッタ, ドリームバスケット,1
 バッドボーイ, ドリームバスケット,1
 メイショウマンボ, ドリームバスケット,1
 ケイティープライド, ドリームバスケット,1
 ダイワマッジョーレ, ドリームバスケット,1
