着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  5, ヤマカツエース,牡4,56.0,,池添謙一,2:01.2,　,33.0,492,+6,池添兼雄,3
  2,,  7, マイネルフロスト,牡5,57.0,,松岡正海,2:01.3,３／４,34.4,488,+4,高木登,5
  3,, 10, フルーキー,牡6,57.5,,Ｍ．デムーロ,2:01.4,３／４,32.7,490,+6,角居勝彦,1
  4,, 14, ライズトゥフェイム,牡6,56.0,,石川裕紀人,2:01.6,１ 1/4,32.6,488,+4,加藤征弘,6
  5,,  3, ステラウインド,牡7,56.0,,蛯名正義,2:01.6,アタマ,33.6,490,+4,尾関知人,7
  6,,  6, ブライトエンブレム,牡4,56.0,,Ｃ．ルメール,2:01.6,アタマ,33.2,492,+4,小島茂之,2
  7,,  2, スピリッツミノル,牡4,53.0,,酒井学,2:01.7,クビ,34.0,494,-4,本田優,9
  7,,  4, ネオリアリズム,牡5,55.0,,戸崎圭太,2:01.7,同着,33.5,496,-4,堀宣行,4
  9,, 13, マイネルディーン,牡7,54.0,,柴田大知,2:01.8,１／２,32.9,464,+20,鹿戸雄一,11
 10,,  1, ロンギングダンサー,牡7,53.0,,吉田豊,2:02.0,１,33.3,494,+2,勢司和浩,10
 11,,  8, フラアンジェリコ,牡8,55.0,,柴山雄一,2:02.2,１ 1/4,33.8,516,+6,斎藤誠,12
 12,, 12, バロンドゥフォール,牡6,54.0,,横山典弘,2:02.4,１ 1/4,32.9,490,+6,久保田貴士,8
 13,, 11, メイショウカンパク,牡9,53.0,,大野拓弥,2:02.4,ハナ,33.2,484, 0,荒川義之,13
除外,,  9, ベルーフ,牡4,56.0,,Ｆ．ベリー,,　,,478,-6,池江泰寿, 
