着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  3,アーモンドアイ,牝3,54.0,,戸崎圭太,1:37.1,,34.4,464,-2,国枝栄,1
  2,,  7,ツヅミモン,牝3,54.0,,秋山真一郎,1:37.4,１ 3/4,35.5,540, 0,藤岡健一,7
  3,, 11,カシアス,牡3,57.0,,浜中俊,1:37.4,クビ,35.6,482,+2,清水久詞,4
  4,,  2,ファストアプローチ,牡3,56.0,,Ｍ．デムーロ,1:37.8,２ 1/2,35.2,538,-2,藤沢和雄,2
  5,,  9,カフジバンガード,牡3,56.0,,藤岡康太,1:37.9,１／２,35.1,470,-10,松元茂樹,3
  6,,  1,スターリーステージ,牝3,54.0,,川田将雅,1:38.1,１ 1/2,35.6,444,-6,音無秀孝,5
  7,,  4,ベルガド,牡3,56.0,,松山弘平,1:38.2,クビ,35.8,464, 0,森田直行,10
  8,,  8,プリュス,牝3,54.0,,武豊,1:38.3,１／２,35.9,436,+4,松永幹夫,6
  9,,  6,ブランモンストル,牡3,56.0,,松田大作,1:39.0,４,36.8,504,-2,中尾秀正,8
 10,, 10,ヒシコスマー,牡3,56.0,,幸英明,1:39.6,３ 1/2,36.4,478,+2,清水久詞,9
 11,,  5,マイネルエメ,牡3,56.0,,丹内祐次,1:39.7,１／２,37.4,462, 0,宮徹,11
