着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,, 11, サトノダイヤモンド,牡3,55.0,,Ｃ．ルメール,2:32.6,　,35.5,502,+4,池江泰寿,1
  2,,  1, キタサンブラック,牡4,57.0,,武豊,2:32.6,クビ,35.8,536, 0,清水久詞,2
  3,,  2, ゴールドアクター,牡5,57.0,,吉田隼人,2:32.7,１／２,35.7,498,-6,中川公成,3
  4,,  4, ヤマカツエース,牡4,57.0,,池添謙一,2:32.9,１ 1/4,35.1,508,+4,池添兼雄,8
  5,,  8, ミッキークイーン,牝4,55.0,,浜中俊,2:33.0,クビ,35.8,434,-8,池江泰寿,7
  6,, 14, シュヴァルグラン,牡4,57.0,,福永祐一,2:33.1,１／２,35.7,484,+2,友道康夫,5
  7,, 15, アルバート,牡5,57.0,,戸崎圭太,2:33.3,１ 1/2,35.3,472, 0,堀宣行,10
  8,,  6, サウンズオブアース,牡5,57.0,,Ｍ．デムーロ,2:33.4,１／２,35.8,506,+4,藤岡健一,4
  9,, 13, デニムアンドルビー,牝6,55.0,,Ｍ．バルザローナ,2:33.4,クビ,35.7,444, 0,角居勝彦,11
 10,, 16, マリアライト,牝5,55.0,,蛯名正義,2:33.6,１ 1/2,36.2,436,+4,久保田貴士,6
 11,, 10, アドマイヤデウス,牡5,57.0,,岩田康誠,2:33.6,ハナ,36.3,490,+14,橋田満,9
 12,,  9, ヒットザターゲット,牡8,57.0,,田辺裕信,2:34.1,３,36.1,520,+4,加藤敬二,15
 13,, 12, サトノノブレス,牡6,57.0,,Ｖ．シュミノー,2:34.8,４,37.8,510,-2,池江泰寿,13
 14,,  3, ムスカテール,牡8,57.0,,中谷雄太,2:34.9,１／２,37.1,492,+2,友道康夫,16
 15,,  7, マルターズアポジー,牡4,57.0,,武士沢友治,2:35.0,１／２,38.3,536,+8,堀井雅広,12
 16,,  5, サムソンズプライド,牡6,57.0,,横山典弘,2:35.6,３ 1/2,38.0,484, 0,杉浦宏昭,14
