 オーシャンブルー,0.12118651054524075
 ディサイファ,0.27951107790280755
 マックスドリーム,0.0
 ケイアイチョウサン,0.0
 イケドラゴン,0.0
 サムソンズプライド,0.0
 コスモファントム,0.0
 サクラアルディート,0.04262008053332631
 レインスティック,0.06369725648979559
 ユニバーサルバンク,0.08250762567994084
 セイクリッドバレー,0.08250762567994084
 ミッキーパンプキン,0.0
 ドリームヒーロー,0.0
 コスモラピュタ,0.0
 メイショウサミット,0.0
 カルドブレッサ,0.3279698231689482
 エキストラエンド,0.0
 オースミナイン,0.0
 ガルボ,0.0
 ブレイズアトレイル,0.0
 シャイニープリンス,0.0
 ドリームバスケット,0.0
 スマートギア,0.0
 トーセンレーヴ,0.0
 テイエムオオタカ,0.0
 サンライズメジャー,0.0
 マイネルラクリマ,0.0
 プリムラブルガリス,0.0
 ミヤジタイガ,0.0
 タマモナイスプレイ,0.0
 メイケイペガスター,0.0
 ネオウィズダム,0.0
 ミッキーアイル,0.0
 ウインフルブルーム,0.0
 タガノグランパ,0.0
 ワイレアワヒネ,0.0
 モーリス,0.0
 アグネスミニッツ,0.0
 ビップレボルシオン,0.0
 ニシケンモノノフ,0.0
 カシノヒカル,0.0
 カクシアジ,0.0
 クリノカンパニー,0.0
 ビービーブレイン,0.0
 シセイカスガ,0.0
 オメガハートロック,0.0
 ニシノアカツキ,0.0
 リラヴァティ,0.0
 エクセレントビュー,0.0
 イントロダクション,0.0
 アンジュデュバン,0.0
 シーロア,0.0
 ルナレディ,0.0
 ケンタッキーミント,0.0
 グリサージュ,0.0
 スイートガーデン,0.0
 デルマサリーチャン,0.0
 マリーズケイ,0.0
 ホットランナー,0.0
 マユキ,0.0
 チャプレット,0.0
 プレイアンドリアル,0.0
 キングズオブザサン,0.0
 アデイインザライフ,0.0
 ピオネロ,0.0
 マイネグレヴィル,0.0
 ヴォルシェーブ,0.0
 アグネスドリーム,0.0
 アルバート,0.0
 デリッツァリモーネ,0.0
 ラングレー,0.0
 エアアンセム,0.0
 ウインマーレライ,0.0
 ショウナンラグーン,0.0
 ディアデルレイ,0.0
 ツクバアズマオー,0.0
 ホルボッシュ,0.0
 サトノノブレス,0.0
 アドマイヤフライト,0.0
 フーラブライド,0.0
 コウエイオトメ,0.0
 カワキタフウジン,0.0
 テイエムイナズマ,0.0
 トップカミング,0.0
 ラブイズブーシェ,0.0
 クラウンレガーロ,0.0
 ステラウインド,0.0
 ラウンドワールド,0.0
 サフランディライト,0.0
 トップゾーン,0.0
 ウインドジャズ,0.0
 ロードオブザリング,0.0
 ジャングルハヤテ,0.0
 ウリウリ,0.0
 ドナウブルー,0.0
 ノーブルジュエリー,0.0
 ミッドサマーフェア,0.0
 エアジェルブロワ,0.0
 ゴールデンナンバー,0.0
 ローブティサージュ,0.0
 ノボリディアーナ,0.0
 マイネボヌール,0.0
 クラウンロゼ,0.0
 プリンセスジャック,0.0
 コレクターアイテム,0.0
 チャーチクワイア,0.0
 アドマイヤセプター,0.0
 コスモネモシン,0.0
 レジェトウショウ,0.0
 ヴェルデグリーン,0.0
 フェイムゲーム,0.0
 レッドレイヴン,0.0
 フラガラッハ,0.0
 マイネオーチャード,0.0
 ヴァーゲンザイル,0.0
 ダービーフィズ,0.0
 サダムパテック,0.0
 ダノンバラード,0.0
 トゥザグローリー,0.0
 サトノシュレン,0.0
 チョイワルグランパ,0.0
 ニホンピロアワーズ,0.0
 グランドシチー,0.0
 マイネルバイカ,0.0
 ダブルスター,0.0
 サトノプリンシパル,0.0
 グラッツィア,0.0
 ヴァンヌーヴォー,0.0
 グレープブランデー,0.0
 ソリタリーキング,0.0
 ナムラタイタン,0.0
 ケイアイレオーネ,0.0
 スタッドジェルラン,0.0
 ゲシュタルト,0.0
 オースミイチバン,0.0
 サイレントメロディ,0.0
 アドバンスウェイ,0.0
 ゴールスキー,0.0
 ノーザンリバー,0.0
 シルクフォーチュン,0.0
 ブライトライン,0.0
 アドマイヤロイヤル,0.0
 ジョーメテオ,0.0
 テスタマッタ,0.0
 ドリームバレンチノ,0.0
 ダノンカモン,0.0
 アドマイヤサガス,0.0
 スノードラゴン,0.0
 セイクリムズン,0.0
 セレスハント,0.0
 エーシントップ,0.0
 ティアップワイルド,0.0
 スリーボストン,0.0
 ストレイトガール,0.0
 レディオブオペラ,0.0
 リトルゲルダ,0.0
 マジンプロスパー,0.0
 ワキノブレイブ,0.0
 プレイズエターナル,0.0
 サイレントソニック,0.0
 アフォード,0.0
 プリンセスメモリー,0.0
 スギノエンデバー,0.0
 レオンビスティー,0.0
 シュプリームギフト,0.0
 ケイアイアストン,0.0
 ラインブラッド,0.0
 ザッハトルテ,0.0
 トーセンスターダム,0.0
 バンドワゴン,0.0
 エイシンエルヴィン,0.0
 ピークトラム,0.0
 オールステイ,0.0
 サトノルパン,0.0
 セセリ,0.0
 ブラックカイト,0.0
 ダンツキャノン,0.0
 デスペラード,0.0
 トーセンラー,0.0
 アンコイルド,0.0
 ラキシス,0.0
 ヒットザターゲット,0.0
 ジェンティルドンナ,0.0
 アクションスター,0.0
 トレイルブレイザー,0.0
 コスモロビン,0.0
 ホエールキャプチャ,0.0
 クラレント,0.0
 コディーノ,0.0
 サトノギャラント,0.0
 レイカーラ,0.0
 サクラゴスペル,0.0
 エールブリーズ,0.0
 セイクリッドセブン,0.0
 ショウナンマイティ,0.0
 ヴィルシーナ,0.0
 レッドスパーダ,0.0
 コスモセンサー,0.0
 リルダヴァル,0.0
 フォーエバーモア,0.0
 マジックタイム,0.0
 プレミアステイタス,0.0
 セレナビアンカ,0.0
 ダイワソフィー,0.0
 タイセイティグレス,0.0
 シュヴァリエ,0.0
 サクラパリュール,0.0
 ラインハーディー,0.0
 フリュクティドール,0.0
 デルフィーノ,0.0
 カノーロ,0.0
 ツクバアスナロ,0.0
 タニノエポレット,0.0
 ラブラドライト,0.0
 メイショウジンム,0.0
 ファイヤー,0.0
 サイモントルナーレ,0.0
 アドマイヤバラード,0.0
 セイカプレスト,0.0
 ラストインパクト,0.0
 カフナ,0.0
 ゼロス,0.0
 アロマティコ,0.0
 タムロスカイ,0.0
 エディン,0.0
 シャトーブランシュ,0.0
 サクラプレジール,0.0
 カシノピカチュウ,0.0
 イスラボニータ,0.0
 ベルキャニオン,0.0
 サトノアラジン,0.0
 マイネルフロスト,0.0
 ハギノハイブリッド,0.0
 ローハイド,0.0
 ショウナンワダチ,0.0
 ラインカグラ,0.0
 ネオヴァロン,0.0
 シングンジョーカー,0.0
 ガリバルディ,0.0
 アスペンツリー,0.0
 レッドオラシオン,0.0
 フェルメッツァ,0.0
 タガノブルグ,0.0
 マキャヴィティ,0.0
 グッドスピリッツ,0.0
 エイシンブルズアイ,0.0
 アドマイヤメテオ,0.0
 レッドルシファー,0.0
 グランフィデリオ,0.0
 ジャスタウェイ,0.0
 アルキメデス,0.0
 ロゴタイプ,0.0
 トウケイヘイロー,0.0
 ダイワマッジョーレ,0.0
 ユールシンギング,0.0
 エアソミュール,0.0
 ダークシャドウ,0.0
 ダイワファルコン,0.0
 ナカヤマナイト,0.0
 カレンミロティック,0.0
 アユサン,0.0
 コパノリチャード,0.0
 サンカルロ,0.0
 レッドオーヴァル,0.0
 エピセアローム,0.0
 ラトルスネーク,0.0
 マヤノリュウジン,0.0
 ダノンシャーク,0.0
 サンレイレーザー,0.0
 カレンブラックヒル,0.0
 バーバラ,0.0
 シャイニーホーク,0.0
 パドトロワ,0.0
 ウエストエンド,0.0
 スマートオリオン,0.0
 インプレスウィナー,0.0
 リアルインパクト,0.0
 ツインクルスター,0.0
 アースソニック,0.0
 ミヤジエムジェイ,0.0
 ハクサンムーン,0.0
 ハノハノ,0.0
 アンバルブライベン,0.0
 ハープスター,0.0
 ヌーヴォレコルト,0.0
 ブランネージュ,0.0
 ウインリバティ,0.0
 マラムデール,0.0
 レッドオーラム,0.0
 ミュゼリトルガール,0.0
 プリモンディアル,0.0
 シャイニーガール,0.0
 ビートゴーズオン,0.0
 クロスオーバー,0.0
 ヒナアラレ,0.0
 トゥザワールド,0.0
 ワンアンドオンリー,0.0
 アズマシャトル,0.0
 サトノロブロイ,0.0
 タイセイクルーズ,0.0
 ブラックヘブン,0.0
 イタリアンネオ,0.0
 ウンプテンプ,0.0
 マーティンボロ,0.0
 ラブリーデイ,0.0
 トウカイパラダイス,0.0
 エックスマーク,0.0
 アロマカフェ,0.0
 コアレスドラード,0.0
 カネトシマーシャル,0.0
 ケイアイドウソジン,0.0
 オースミムーン,0.0
 アドマイヤトライ,0.0
 オンワードデューク,0.0
 カシマシンセイ,0.0
 テイエムブユウデン,0.0
 シゲルキョクチョウ,0.0
 テイエムハリアー,0.0
 アドマイヤツバサ,0.0
 メイショウヨシミツ,0.0
 テイエムドンマイ,0.0
 アシュヴィン,0.0
 ケイアイエレガント,0.0
 キャトルフィーユ,0.0
 トーセンベニザクラ,0.0
 アグネスワルツ,0.0
 エクセラントカーヴ,0.0
 サンシャイン,0.0
 セキショウ,0.0
 エバーブロッサム,0.0
 ベルカント,0.0
 ニホンピロアンバー,0.0
 エスメラルディーナ,0.0
 アドマイヤビジン,0.0
 ホウライアキコ,0.0
 ダンスアミーガ,0.0
 マイネヴァリエンテ,0.0
 ヤマノフェアリー,0.0
 ホッコーサラスター,0.0
 アキノクリンチ,0.0
 レムミラス,0.0
 シュシュブリーズ,0.0
 フクノドリーム,0.0
 グランシェリー,0.0
 リアルヴィーナス,0.0
 ノーブルサイレンス,0.0
 バウンスシャッセ,0.0
 パシフィックギャル,0.0
 マローブルー,0.0
 ショウナンパンドラ,0.0
 マイネオーラム,0.0
 クリスマス,0.0
 チョコレートバイン,0.0
 リーサルウェポン,0.0
 ディルガ,0.0
 ヴィータアレグリア,0.0
 ホクラニミサ,0.0
 ベストリーダー,0.0
 ミスウインストン,0.0
 スマイルシャワー,0.0
 アルマエルナト,0.0
 ベルルミエール,0.0
 ショウナンアチーヴ,0.0
 カラダレジェンド,0.0
 ネロ,0.0
 ダンツブロード,0.0
 テーオーソルジャー,0.0
 クリノイザナミ,0.0
 シゲルカガ,0.0
 ウインスプラッシュ,0.0
 ベニノラッキーマン,0.0
 ビアンコカンドーレ,0.0
 キタサンラブコール,0.0
 テイエムキュウコー,0.0
 ロサギガンティア,0.0
