着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  5, アドマイヤリード,牝4,55.0,,Ｃ．ルメール,1:33.9,　,33.4,422,-4,須貝尚介,6
  2,, 10, デンコウアンジュ,牝4,55.0,,蛯名正義,1:34.1,１ 1/4,33.2,444, 0,荒川義之,11
  3,,  3, ジュールポレール,牝4,55.0,,幸英明,1:34.1,クビ,33.6,452,-2,西園正都,7
  4,,  2, スマートレイアー,牝7,55.0,,武豊,1:34.1,アタマ,34.0,470,-6,大久保龍志,4
  5,,  4, ソルヴェイグ,牝4,55.0,,川田将雅,1:34.2,クビ,34.1,470,-6,鮫島一歩,9
  6,,  8, クイーンズリング,牝5,55.0,,Ｍ．デムーロ,1:34.3,３／４,34.1,466, 0,吉村圭司,5
  7,, 11, ミッキークイーン,牝5,55.0,,浜中俊,1:34.4,１／２,33.8,440,+2,池江泰寿,1
  8,, 15, フロンテアクイーン,牝4,55.0,,北村宏司,1:34.5,１／２,33.2,462, 0,国枝栄,12
  9,, 12, ウキヨノカゼ,牝7,55.0,,吉田隼人,1:34.5,クビ,33.4,490,+8,菊沢隆徳,8
 10,,  7, ルージュバック,牝5,55.0,,戸崎圭太,1:34.6,１／２,33.3,452,-2,大竹正博,2
 11,, 14, レッツゴードンキ,牝5,55.0,,岩田康誠,1:34.6,クビ,34.2,496,-10,梅田智之,3
 12,,  1, アットザシーサイド,牝4,55.0,,田辺裕信,1:34.6,ハナ,33.8,438,-6,浅見秀一,13
 13,,  6, アスカビレン,牝5,55.0,,池添謙一,1:34.7,クビ,34.4,470,+2,中尾秀正,10
 14,, 13, ヒルノマテーラ,牝6,55.0,,四位洋文,1:34.9,１ 1/2,34.1,464,+2,昆貢,17
 15,, 16, クリノラホール,牝4,55.0,,北村友一,1:35.2,２,34.3,446,+4,谷潔,16
 16,, 17, リーサルウェポン,牝6,55.0,,内田博幸,1:36.2,６,36.0,442,+10,武市康男,15
 17,,  9, オートクレール,牝6,55.0,,黛弘人,1:41.7,大差,41.0,440,+2,中野栄治,14
