着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  1, キタサンブラック,牡4,57.0,,武豊,2:25.8,　,34.7,536,-2,清水久詞,1
  2,, 12, サウンズオブアース,牡5,57.0,,Ｍ．デムーロ,2:26.2,２ 1/2,34.5,502,-8,藤岡健一,5
  3,, 17, シュヴァルグラン,牡4,57.0,,福永祐一,2:26.3,クビ,34.4,482,+8,友道康夫,6
  4,,  3, ゴールドアクター,牡5,57.0,,吉田隼人,2:26.4,１／２,35.1,504,+8,中川公成,3
  5,, 16, リアルスティール,牡4,57.0,,Ｒ．ムーア,2:26.4,クビ,35.1,506,+4,矢作芳人,2
  6,, 14, レインボーライン,牡3,55.0,,Ｃ．ルメール,2:26.4,クビ,34.3,438,-6,浅見秀一,8
  7,,  5, イキートス,牡4,57.0,,Ｉ．ファーガソン,2:26.4,ハナ,34.4,414,前計不,Ｈ．グリューシェル,16
  8,,  7, ワンアンドオンリー,牡5,57.0,,田辺裕信,2:26.6,１,35.3,496,-12,橋口慎介,14
  9,,  4, ルージュバック,牝4,55.0,,戸崎圭太,2:26.8,１,35.2,454,+4,大竹正博,7
 10,,  6, ラストインパクト,牡6,57.0,,川田将雅,2:26.9,３／４,35.5,482,-8,角居勝彦,13
 11,, 10, トーセンバジル,牡4,57.0,,内田博幸,2:26.9,クビ,35.0,478,-2,藤原英昭,12
 12,, 15, ナイトフラワー,牝4,55.0,,Ａ．シュタルケ,2:26.9,アタマ,34.6,478,前計不,Ｐ．シールゲン,9
 13,,  9, ディーマジェスティ,牡3,55.0,,蛯名正義,2:27.1,３／４,35.0,482, 0,二ノ宮敬宇,4
 14,,  8, イラプト,牡4,57.0,,Ｐ．ブドー,2:27.1,クビ,35.5,522,前計不,Ｆ．グラファール,10
 15,, 13, ヒットザターゲット,牡8,57.0,,小牧太,2:27.2,１／２,34.9,516,+2,加藤敬二,17
 16,,  2, ビッシュ,牝3,53.0,,幸英明,2:27.2,アタマ,35.4,418, 0,鹿戸雄一,11
 17,, 11, フェイムゲーム,せん6,57.0,,北村宏司,2:27.3,クビ,35.7,454, 0,宗像義忠,15
