着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  6, ハートレー,牡2,55.0,,Ｈ．ボウマン,2:01.8,　,34.3,484, 0,手塚貴久,3
  2,,  9, ロードクエスト,牡2,55.0,,Ｍ．デムーロ,2:02.0,１ 1/4,34.1,452,+4,小島茂之,1
  3,,  8, バティスティーニ,牡2,55.0,,Ｃ．ルメール,2:02.3,１ 3/4,35.1,470,+2,松田国英,2
  4,, 13, ブラックスピネル,牡2,55.0,,松若風馬,2:02.4,１／２,35.8,500,-4,音無秀孝,6
  5,,  1, アドマイヤエイカン,牡2,55.0,,岩田康誠,2:02.5,１／２,35.4,492,-10,須貝尚介,4
  6,,  2, プランスシャルマン,牡2,55.0,,戸崎圭太,2:02.7,１,35.8,464,+4,斎藤誠,5
  7,, 11, ブレイブスマッシュ,牡2,55.0,,横山典弘,2:02.7,クビ,35.0,478,+4,小笠倫弘,7
  8,, 10, プレイヤーサムソン,牡2,55.0,,Ａ．アッゼニ,2:02.7,クビ,35.7,468,+10,大和田成,8
  9,,  4, オンザロックス,牡2,55.0,,川田将雅,2:03.3,３ 1/2,36.6,470, 0,森秀行,11
 10,, 12, クラウンスカイ,牡2,55.0,,吉田隼人,2:03.9,３ 1/2,35.9,440,-2,小野次郎,12
 11,,  5, ラブレオ,牡2,55.0,,三浦皇成,2:04.1,１ 1/4,37.6,512,+28,新開幸一,9
 12,,  3, ネコダンサー,牡2,55.0,,石橋脩,2:05.0,５,38.1,482,+6,堀井雅広,10
取消,,  7, ディーマジェスティ,牡2,55.0,,蛯名正義,,　,, ,,二ノ宮敬宇, 
