着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,, 10, ノンコノユメ,牡3,56.0,,Ｃ．ルメール,1:35.9,　,35.5,448, 0,加藤征弘,2
  2,, 16, ノボバカラ,牡3,56.0,,北村宏司,1:36.3,２ 1/2,37.3,494,+4,天間昭一,9
  3,,  6, アルタイル,牡3,56.0,,松岡正海,1:36.7,２ 1/2,36.6,478, 0,手塚貴久,3
  4,, 12, ゴールデンバローズ,牡3,56.0,,戸崎圭太,1:36.7,ハナ,36.8,518,前計不,堀宣行,1
  5,, 13, ブチコ,牝3,54.0,,石橋脩,1:36.9,１ 1/2,38.0,470,+6,音無秀孝,5
  6,,  7, イーデンホール,牡3,56.0,,吉田豊,1:37.3,２ 1/2,37.1,484, 0,尾関知人,10
  7,, 15, マイネルオフィール,牡3,56.0,,柴田大知,1:37.3,ハナ,37.5,480,-10,飯田雄三,16
  8,,  9, クワドループル,牡3,56.0,,内田博幸,1:37.3,アタマ,37.0,480,-2,小島太,15
  9,,  8, ミッキーシーガル,牡3,56.0,,川田将雅,1:37.4,クビ,37.8,484,+2,池江泰寿,12
 10,,  1, ラインルーフ,牡3,56.0,,武幸四郎,1:37.4,クビ,37.7,484,-6,松永昌博,7
 11,,  2, ダイワインパルス,牡3,56.0,,田中勝春,1:37.4,ハナ,37.4,464,-2,宗像義忠,8
 12,,  4, アキトクレッセント,牡3,56.0,,浜中俊,1:37.5,クビ,37.0,490, 0,清水久詞,4
 13,, 14, タップザット,牡3,56.0,,福永祐一,1:37.8,１ 3/4,37.2,500,前計不,池江泰寿,6
 14,, 11, マイネルサクセサー,牡3,56.0,,嘉藤貴行,1:38.1,１ 3/4,38.1,490,+8,畠山吉宏,14
 15,,  3, ピンストライプ,牡3,56.0,,吉田隼人,1:38.5,２ 1/2,39.5,506,+2,中内田充正,13
 16,,  5, ダノングッド,牡3,56.0,,蛯名正義,1:39.4,５,39.8,500,+2,村山明,11
