着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  1, リトルゲルダ,牝5,54.0,,丸田恭介,1:07.4,　,34.0,490,+8,鮫島一歩,4
  2,, 15, ハクサンムーン,牡5,57.0,,戸崎圭太,1:07.6,１ 1/4,34.6,486,+12,西園正都,1
  3,,  3, エピセアローム,牝5,54.0,,浜中俊,1:07.7,１／２,33.9,492,-2,石坂正,2
  4,,  6, スギノエンデバー,牡6,56.0,,岩田康誠,1:07.7,クビ,33.2,456,-4,浅見秀一,11
  5,,  2, マヤノリュウジン,牡7,56.0,,池添謙一,1:07.8,クビ,32.9,518,-10,庄野靖志,5
  6,, 10, メイショウイザヨイ,牝5,54.0,,幸英明,1:07.8,ハナ,34.6,520,-2,小野幸治,8
  7,,  9, バクシンテイオー,牡5,56.0,,秋山真一郎,1:07.9,３／４,33.5,464,-4,堀宣行,7
  8,,  4, トーホウアマポーラ,牝5,54.0,,福永祐一,1:07.9,ハナ,33.8,494,-2,高橋亮,3
  9,, 13, フォーエバーマーク,牝6,54.0,,村田一誠,1:08.2,１ 3/4,34.7,508, 0,矢野英一,12
 10,,  5, プリンセスメモリー,牝7,54.0,,勝浦正樹,1:08.2,クビ,33.9,400,-8,高橋義博,14
 11,, 11, アルマリンピア,牝6,54.0,,川須栄彦,1:08.3,クビ,34.1,484,+6,佐々木晶三,15
 12,,  8, アンバルブライベン,牝5,54.0,,田中健,1:08.4,１／２,35.5,460, 0,福島信晴,10
 13,,  7, リアルヴィーナス,牝3,52.0,,藤岡康太,1:08.5,１／２,33.9,450,-8,安達昭夫,13
 14,, 14, ダッシャーゴーゴー,牡7,56.0,,川田将雅,1:08.9,２ 1/2,35.3,536,+1,安田隆行,9
 15,, 12, エーシントップ,牡4,56.0,,武幸四郎,1:09.2,２,35.9,526, 0,西園正都,6
