着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  6, スマートレイアー,牝6,55.0,,吉田隼人,1:34.1,　,33.5,470,+4,大久保龍志,5
  2,,  3, エキストラエンド,牡7,57.0,,岩田康誠,1:34.4,２,33.5,472,-6,角居勝彦,6
  3,, 10, マイネルアウラート,牡5,56.0,,柴田大知,1:34.6,１ 1/4,33.8,456, 0,高橋裕,11
  4,,  2, ダノンプラチナ,牡4,57.0,,蛯名正義,1:34.6,アタマ,33.0,488,+11,国枝栄,2
  5,, 14, テイエムタイホー,牡7,57.0,,戸崎圭太,1:34.6,クビ,33.7,496,-2,鈴木孝志,8
  6,,  4, ダイワリベラル,牡5,56.0,,横山典弘,1:34.6,ハナ,33.5,540,+2,菊沢隆徳,4
  7,,  8, マーティンボロ,牡7,58.0,,Ｓ．フォーリー,1:34.6,ハナ,33.1,448,-8,友道康夫,12
  8,,  9, アルマワイオリ,牡4,56.0,,勝浦正樹,1:34.6,ハナ,33.3,464,-4,西浦勝一,10
  9,, 12, トーセンスターダム,牡5,56.0,,Ｆ．ベリー,1:34.6,アタマ,32.8,502,-2,池江泰寿,7
 10,,  1, グランシルク,牡4,56.0,,池添謙一,1:34.8,１,33.0,492,-2,戸田博文,3
 11,, 13, サトノギャラント,牡7,56.0,,柴山雄一,1:34.9,１／２,32.8,518,+16,藤沢和雄,9
 12,,  5, タガノブルグ,牡5,56.0,,三浦皇成,1:35.2,２,34.1,454,-10,鮫島一歩,14
 13,,  7, ルルーシュ,牡8,57.0,,柴田善臣,1:35.3,１／２,34.0,512,-14,藤沢和雄,13
中止,, 11, ダッシングブレイズ,牡4,56.0,,浜中俊,,　,,492,-6,吉村圭司,1
