着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,, 14,ルヴァンスレーヴ,牡3,56.0,,Ｍ．デムーロ,1:35.0,,35.2,488,-8,萩原清,1
  2,,  5,グレートタイム,牡3,56.0,,Ｃ．ルメール,1:35.6,３ 1/2,35.6,470,-2,藤原英昭,3
  3,, 12,エングローサー,牡3,56.0,,田中勝春,1:35.6,アタマ,35.2,480,+4,清水久詞,7
  4,,  6,ホウショウナウ,牡3,56.0,,柴田大知,1:35.8,１ 1/4,36.3,490,-2,河内洋,10
  5,,  1,セイウンクールガイ,牡3,56.0,,江田照男,1:35.8,クビ,36.4,442, 0,奥平雅士,16
  6,,  4,トキノパイレーツ,牡3,56.0,,津村明秀,1:35.9,クビ,36.0,454,+2,相沢郁,13
  7,, 13,リョーノテソーロ,牡3,56.0,,吉田隼人,1:36.0,１／２,35.9,502,-6,武井亮,6
  8,,  9,コマビショウ,牡3,56.0,,武士沢友治,1:36.1,１／２,35.9,486, 0,南井克巳,5
  9,,  7,グリム,牡3,56.0,,川田将雅,1:36.2,１／２,36.4,498,+2,野中賢二,2
 10,,  3,プロスパラスデイズ,牡3,56.0,,太宰啓介,1:36.8,３ 1/2,36.8,520,+6,昆貢,8
 11,, 16,ミックベンハー,牡3,56.0,,藤田菜七子,1:36.8,アタマ,36.3,474, 0,畠山吉宏,14
 12,, 15,ダンケシェーン,牡3,56.0,,横山典弘,1:36.8,ハナ,36.0,476,+2,昆貢,11
 13,,  8,ハーベストムーン,牡3,56.0,,戸崎圭太,1:36.8,クビ,37.2,500,-10,浅見秀一,4
 14,, 10,バイラ,牡3,56.0,,和田竜二,1:36.9,１／２,37.1,488,-4,川村禎彦,9
 15,,  2,タイセイアベニール,牡3,56.0,,大野拓弥,1:37.2,１ 3/4,37.5,452,-8,西村真幸,15
 16,, 11,ベストマイウェイ,牡3,56.0,,内田博幸,1:39.4,大差,38.8,530,+4,石坂正,12
