着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,, 15, ショウナンパンドラ,牝4,55.0,,池添謙一,2:24.7,　,33.9,442,+4,高野友和,4
  2,,  6, ラストインパクト,牡5,57.0,,Ｒ．ムーア,2:24.7,クビ,33.9,494,+2,松田博資,7
  3,,  1, ラブリーデイ,牡5,57.0,,川田将雅,2:24.8,クビ,34.3,486, 0,池江泰寿,1
  4,,  4, ジャングルクルーズ,せん6,57.0,,北村宏司,2:25.0,１ 1/4,33.9,510, 0,藤沢和雄,17
  5,, 10, サウンズオブアース,牡4,57.0,,Ｍ．デムーロ,2:25.0,ハナ,34.4,502,-2,藤岡健一,5
  6,,  8, イラプト,牡3,55.0,,Ｓ．パスキエ,2:25.0,クビ,34.5,524,前計不,Ｆ．グラファール,6
  7,,  3, ワンアンドオンリー,牡4,57.0,,内田博幸,2:25.0,アタマ,34.6,498, 0,橋口弘次郎,13
  8,, 11, ミッキークイーン,牝3,53.0,,浜中俊,2:25.0,ハナ,34.2,428,-6,池江泰寿,3
  9,,  9, ダービーフィズ,牡5,57.0,,田辺裕信,2:25.1,クビ,34.4,468,+2,小島太,18
 10,, 12, ゴールドシップ,牡6,57.0,,横山典弘,2:25.1,クビ,34.5,510,+4,須貝尚介,2
 11,, 18, ナイトフラワー,牝3,53.0,,Ａ．シュタルケ,2:25.2,クビ,34.2,468,前計不,Ｐ．シールゲン,9
 12,,  7, ショウナンバッハ,牡4,57.0,,戸崎圭太,2:25.2,クビ,33.7,442,+2,上原博之,15
 13,, 13, ヒットザターゲット,牡7,57.0,,小牧太,2:25.3,クビ,34.0,514,+2,加藤敬二,14
 14,,  2, トリップトゥパリス,せん4,57.0,,Ｔ．ベリー,2:25.3,アタマ,34.4,462,前計不,Ｅ．ダンロップ,11
 15,, 16, カレンミロティック,せん7,57.0,,蛯名正義,2:25.3,クビ,35.9,452,-2,平田修,16
 16,, 17, アドマイヤデウス,牡4,57.0,,岩田康誠,2:25.9,３ 1/2,35.9,480, 0,橋田満,10
 17,,  5, ペルーサ,牡8,57.0,,Ｃ．ルメール,2:26.1,１ 1/4,35.5,516,+4,藤沢和雄,12
 18,, 14, イトウ,牡4,57.0,,Ｆ．ミナリク,2:29.1,大差,38.7,446,前計不,Ｊ．カルヴァロ,8
