着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,,  2, ワンアンドオンリー,牡3,57.0,,横山典弘,2:24.6,　,34.0,482,+4,橋口弘次郎,3
  2,, 13, イスラボニータ,牡3,57.0,,蛯名正義,2:24.7,３／４,34.3,468,+6,栗田博憲,1
  3,,  3, マイネルフロスト,牡3,57.0,,松岡正海,2:24.9,１ 1/2,34.2,484,-2,高木登,12
  4,, 14, タガノグランパ,牡3,57.0,,菱田裕二,2:24.9,クビ,34.4,478,+10,松田博資,16
  5,,  5, トゥザワールド,牡3,57.0,,川田将雅,2:25.0,クビ,34.1,516,+6,池江泰寿,2
  6,,  6, ショウナンラグーン,牡3,57.0,,吉田豊,2:25.1,３／４,33.9,476,-2,大久保洋吉,9
  7,,  4, アドマイヤデウス,牡3,57.0,,岩田康誠,2:25.1,ハナ,34.2,470,+6,橋田満,10
  8,, 10, ベルキャニオン,牡3,57.0,,戸崎圭太,2:25.2,クビ,34.5,474, 0,堀宣行,6
  9,,  8, スズカデヴィアス,牡3,57.0,,酒井学,2:25.4,１ 1/4,34.4,490, 0,橋田満,15
 10,, 18, ワールドインパクト,牡3,57.0,,内田博幸,2:25.6,１ 1/4,34.9,500,+4,友道康夫,8
 11,,  1, サウンズオブアース,牡3,57.0,,浜中俊,2:25.8,１ 1/4,35.3,494,-4,藤岡健一,11
 12,, 16, レッドリヴェール,牝3,55.0,,福永祐一,2:25.8,ハナ,34.6,410,-8,須貝尚介,4
 13,, 11, ハギノハイブリッド,牡3,57.0,,Ｃ．ウィリアムズ,2:25.9,１／２,34.8,446,-2,松田国英,7
 14,, 15, サトノルパン,牡3,57.0,,小牧太,2:26.3,２ 1/2,34.9,460,+6,村山明,14
 15,,  9, アズマシャトル,牡3,57.0,,松山弘平,2:26.7,２ 1/2,35.4,488,+2,加用正,17
 16,, 17, トーセンスターダム,牡3,57.0,,武豊,2:28.1,９,37.9,482,-4,池江泰寿,5
中止,, 12, エキマエ,牡3,57.0,,江田照男,,　,,496,-2,中川公成,13
取消,,  7, ウインフルブルーム,牡3,57.0,,柴田大知,,　,, ,,宮本博,
