着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,推定上り,馬体重,調教師,単勝人気
  1,, 18, ハープスター,牝3,55.0,,川田将雅,1:33.3,　,32.9,478,+2,松田博資,1
  2,, 12, レッドリヴェール,牝3,55.0,,戸崎圭太,1:33.3,クビ,33.4,418, 0,須貝尚介,2
  3,, 10, ヌーヴォレコルト,牝3,55.0,,岩田康誠,1:33.4,３／４,33.8,438, 0,斎藤誠,5
  4,, 15, ホウライアキコ,牝3,55.0,,和田竜二,1:33.6,１ 1/2,34.1,442,-4,南井克巳,6
  5,,  6, レーヴデトワール,牝3,55.0,,福永祐一,1:33.6,アタマ,33.9,464,+2,松田博資,7
  6,, 13, アドマイヤビジン,牝3,55.0,,四位洋文,1:33.7,クビ,34.0,478, 0,梅田智之,8
  7,, 14, マーブルカテドラル,牝3,55.0,,田辺裕信,1:33.8,１／２,33.9,434,-6,上原博之,9
  8,,  9, フォーエバーモア,牝3,55.0,,蛯名正義,1:33.9,３／４,34.6,456,-4,鹿戸雄一,3
  9,, 16, リラヴァティ,牝3,55.0,,松山弘平,1:34.0,１／２,34.7,436,-2,石坂正,10
 10,, 17, ベルカント,牝3,55.0,,武豊,1:34.2,１ 1/4,34.0,472,+2,角田晃一,4
 11,,  4, ペイシャフェリス,牝3,55.0,,川島信二,1:34.3,１／２,35.3,422,-10,高市圭二,13
 12,,  2, ニシノミチシルベ,牝3,55.0,,Ａ．シュタルケ,1:34.5,１ 1/2,35.2,446,-10,手塚貴久,11
 13,,  8, シャイニーガール,牝3,55.0,,幸英明,1:34.5,アタマ,35.0,464,+2,湯窪幸雄,15
 14,,  5, モズハツコイ,牝3,55.0,,浜中俊,1:34.7,１ 1/4,35.6,450,-4,牧田和弥,17
 15,, 11, フクノドリーム,牝3,55.0,,横山和生,1:34.9,１ 1/4,37.9,472,-2,杉浦宏昭,18
 16,,  1, カウニスクッカ,牝3,55.0,,松田大作,1:35.0,１／２,35.8,448,-6,尾形和幸,16
 17,,  7, ニホンピロアンバー,牝3,55.0,,秋山真一郎,1:35.7,４,36.9,438,-6,田所秀孝,14
 18,,  3, コーリンベリー,牝3,55.0,,藤田伸二,1:37.6,大差,38.7,460,+2,柴田政見,12
