着順,枠,馬番,馬名,性齢,負担重量,騎手,タイム,着差,平均１ Ｆ,馬体重,調教師,単勝人気
  1,,  2, ソロル,牡7,60.0,,西谷誠,3:42.7,　,13.1,492,-4,中竹和也,6
  2,,  4, アップトゥデイト,牡7,62.0,,林満明,3:42.7,ハナ,13.1,526,-8,佐々木晶三,1
  3,, 11, マイネルフィエスタ,牡7,60.0,,植野貴也,3:42.9,１ 1/4,13.2,514,+4,中村均,4
  4,,  3, メリーモナーク,せん5,60.0,,北沢伸也,3:43.7,５,13.2,474,+14,橋田満,7
  5,, 10, オースミムーン,牡8,61.0,,高田潤,3:43.8,１／２,13.2,478,-4,松下武士,3
  6,, 14, メイショウヒデタダ,牡8,60.0,,熊沢重文,3:43.9,１／２,13.2,480, 0,南井克巳,2
  7,,  9, ラステラ,牝6,58.0,,鈴木慶太,3:44.4,３,13.2,486,+2,尾形和幸,8
  8,,  1, テイエムシシーポス,牡7,60.0,,石神深一,3:45.2,５,13.3,478,+2,杉山晴紀,5
  9,, 13, マイネルアイザック,牡8,60.0,,小坂忠士,3:46.9,大差,13.4,460,-6,宮徹,13
 10,,  8, クリノキングムーン,牡6,60.0,,難波剛健,3:48.3,９,13.5,450, 0,作田誠二,11
 11,,  7, メイショウヤギリ,牡5,60.0,,平沢健治,3:50.2,大差,13.6,482,+8,池添学,10
 12,,  6, ウインレーベン,牡6,60.0,,白浜雄造,3:50.4,１ 1/4,13.6,462,-6,中村均,9
中止,,  5, ビコーピリラニ,牡7,60.0,,田村太雅,,　,,486,+4,田所秀孝,14
中止,, 12, ウォンテッド,牡7,60.0,,浜野谷憲尚,,　,,498,-6,松田国英,12
